load word2vec finished
C:\Users\billy\anaconda3\envs\python38\lib\site-packages\torch\nn\modules\rnn.py:58: UserWarning: dropout option adds dropout after all but last recurrent layer, so non-zero dropout expects num_layers greater than 1, but got dropout=0.3 and num_layers=1
0 3050 0.07324083149433136 0.6875 2021-03-14 14:21:29.386480
0 3060 0.06936009973287582 0.75 2021-03-14 14:21:32.466480
0 3070 0.0742342621088028 0.6875 2021-03-14 14:21:35.592480
0 3080 0.08424268662929535 0.53125 2021-03-14 14:21:38.681479
0 3090 0.07462699711322784 0.6875 2021-03-14 14:21:41.808480
0 3100 0.06638701260089874 0.78125 2021-03-14 14:21:44.846480
0 3110 0.06745321303606033 0.8125 2021-03-14 14:21:47.909480
0 3120 0.06802411377429962 0.71875 2021-03-14 14:21:51.025480
0 3130 0.07911211252212524 0.65625 2021-03-14 14:21:54.104480
0 3140 0.08403520286083221 0.5625 2021-03-14 14:21:57.176483
0 3150 0.0629759132862091 0.8125 2021-03-14 14:22:00.252480
0 3160 0.07095372676849365 0.71875 2021-03-14 14:22:03.365480
0 3170 0.07117791473865509 0.71875 2021-03-14 14:22:06.479479
0 3180 0.07282803952693939 0.71875 2021-03-14 14:22:09.569479
0 3190 0.07876840233802795 0.59375 2021-03-14 14:22:12.703480
0 3200 0.09323183447122574 0.46875 2021-03-14 14:22:15.790480
0 3210 0.06259993463754654 0.78125 2021-03-14 14:22:19.000480
0 3220 0.07293751090765 0.71875 2021-03-14 14:22:22.100479
0 3230 0.06548797339200974 0.75 2021-03-14 14:22:25.225480
0 3240 0.07093565165996552 0.75 2021-03-14 14:22:28.355480
0 3250 0.06933202594518661 0.78125 2021-03-14 14:22:31.464483
0 3260 0.06206674128770828 0.84375 2021-03-14 14:22:34.493480
0 3270 0.07182349264621735 0.6875 2021-03-14 14:22:37.569480
0 3280 0.06527933478355408 0.8125 2021-03-14 14:22:40.698480
0 3290 0.06168317049741745 0.78125 2021-03-14 14:22:43.795480
0 3300 0.07476268708705902 0.6875 2021-03-14 14:22:46.880480
0 3310 0.07006381452083588 0.8125 2021-03-14 14:22:49.964480
0 3320 0.07823602855205536 0.6875 2021-03-14 14:22:53.146479
0 3330 0.06308974325656891 0.84375 2021-03-14 14:22:56.268480
0 3340 0.05962405353784561 0.78125 2021-03-14 14:22:59.358480
0 3350 0.08934298157691956 0.5625 2021-03-14 14:23:02.504479
0 3360 0.06546969711780548 0.6875 2021-03-14 14:23:05.563480
0 3370 0.06640928983688354 0.71875 2021-03-14 14:23:08.681480
0 3380 0.06387589871883392 0.8125 2021-03-14 14:23:11.763480
0 3390 0.08183708786964417 0.59375 2021-03-14 14:23:14.847481
0 3400 0.07431325316429138 0.65625 2021-03-14 14:23:17.960481
0 3410 0.07816734910011292 0.65625 2021-03-14 14:23:21.058480
0 3420 0.06906086206436157 0.6875 2021-03-14 14:23:24.097480
0 3430 0.07496097683906555 0.625 2021-03-14 14:23:27.199479
0 3440 0.06765509396791458 0.71875 2021-03-14 14:23:30.274480
0 3450 0.05656960606575012 0.90625 2021-03-14 14:23:33.366479
0 3460 0.07510782033205032 0.71875 2021-03-14 14:23:36.514480
0 3470 0.07461661100387573 0.6875 2021-03-14 14:23:39.589479
0 3480 0.07488375902175903 0.75 2021-03-14 14:23:42.679479
0 3490 0.10015183687210083 0.65625 2021-03-14 14:23:45.789480
0 3500 0.06863754987716675 0.78125 2021-03-14 14:23:48.888480
test 0.6081730769230769 2021-03-14 14:24:59.229480
0 3510 0.07855181396007538 0.5625 2021-03-14 14:25:02.442479
0 3520 0.0481550432741642 0.875 2021-03-14 14:25:05.599480
0 3530 0.08325209468603134 0.59375 2021-03-14 14:25:08.687480
0 3540 0.07775875926017761 0.65625 2021-03-14 14:25:11.738480
0 3550 0.09390152245759964 0.59375 2021-03-14 14:25:14.840480
0 3560 0.0672493427991867 0.8125 2021-03-14 14:25:17.890480
0 3570 0.06006506085395813 0.78125 2021-03-14 14:25:21.016480
0 3580 0.0739256888628006 0.75 2021-03-14 14:25:24.119480
0 3590 0.05416802316904068 0.8125 2021-03-14 14:25:27.276480
0 3600 0.07982662320137024 0.6875 2021-03-14 14:25:30.374480
0 3610 0.08469884097576141 0.71875 2021-03-14 14:25:33.559479
0 3620 0.07966603338718414 0.6875 2021-03-14 14:25:36.667480
0 3630 0.07069914042949677 0.75 2021-03-14 14:25:39.856480
0 3640 0.07566726207733154 0.71875 2021-03-14 14:25:42.911480
0 3650 0.05902284383773804 0.78125 2021-03-14 14:25:46.062480
0 3660 0.06389845162630081 0.6875 2021-03-14 14:25:49.156480
0 3670 0.06506872922182083 0.8125 2021-03-14 14:25:52.264480
0 3680 0.05659974738955498 0.84375 2021-03-14 14:25:55.395481
0 3690 0.06636033952236176 0.71875 2021-03-14 14:25:58.509480
0 3700 0.06978502124547958 0.78125 2021-03-14 14:26:01.654480
0 3710 0.06829869747161865 0.65625 2021-03-14 14:26:04.795480
0 3720 0.06770658493041992 0.75 2021-03-14 14:26:07.884480
0 3730 0.05721098184585571 0.8125 2021-03-14 14:26:11.060480
0 3740 0.05900975689291954 0.78125 2021-03-14 14:26:14.226480
0 3750 0.07828809320926666 0.6875 2021-03-14 14:26:17.353480
0 3760 0.06397687643766403 0.75 2021-03-14 14:26:20.466479
0 3770 0.05248367786407471 0.875 2021-03-14 14:26:23.588479
0 3780 0.06311741471290588 0.78125 2021-03-14 14:26:26.710480
